basin_id,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,num_years_hydro,start_date_hydro,end_date_hydro,num_years_climatic,start_date_climatic,end_date_climatic
DEBY0860,1.318,0.319,1.684,2.682,0.455,212.467,16.12,0.218,4.414,10.062,1.533,39.039,7.124,0.0,4.149,1.822,0.439,0.389,0.205,14.3,1.184,Summer,199.17,3.427,Fall,39.0,1985-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0861,0.718,0.346,1.593,1.56,0.655,156.0,23.929,0.218,2.036,3.099,2.038,1.618,2.964,0.0,2.009,1.96,0.975,0.162,0.113,16.586,1.163,Summer,229.132,4.125,Spring,58.0,1966-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0862,1.194,0.424,1.223,1.132,0.743,182.902,25.452,0.525,2.554,0.348,1.294,,,0.0,2.785,2.094,0.752,0.387,0.07,16.341,1.172,Summer,217.444,3.743,Fall,70.0,1954-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0863,1.409,0.591,1.503,2.721,0.526,144.273,32.837,0.18,4.801,9.055,3.282,54.376,6.899,0.0,2.358,1.935,0.821,0.04,0.115,16.11,1.162,Summer,218.9,3.868,Spring,74.0,1950-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0864,0.314,0.151,1.663,1.801,0.702,187.906,42.731,0.061,0.789,2.188,1.658,20.288,7.901,0.0,2.048,2.167,1.058,0.322,0.068,18.11,1.184,Summer,234.697,4.078,Fall,62.0,1962-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0865,0.906,0.421,1.227,1.711,0.723,161.091,26.535,0.274,2.386,0.543,2.176,1.174,2.759,0.0,2.127,2.049,0.963,0.202,0.09,17.13,1.185,Summer,228.71,4.084,Fall,74.0,1950-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0866,2.553,0.791,1.158,1.732,0.803,244.902,9.096,1.06,5.422,,,,,0.0,3.214,1.643,0.511,0.417,0.27,12.123,1.18,Summer,190.095,3.377,Winter,60.0,1964-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0867,0.979,0.475,1.929,2.522,0.599,137.867,22.226,0.186,3.135,5.28,1.812,23.063,9.744,0.0,2.065,1.999,0.968,-0.028,0.081,17.634,1.18,Summer,229.662,4.13,Spring,24.0,2000-07-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0868,1.133,0.42,1.371,1.506,0.565,174.726,28.561,0.302,3.235,7.34,1.475,3.343,4.216,0.0,2.671,2.143,0.802,0.403,0.067,17.688,1.204,Summer,222.029,3.777,Fall,71.0,1953-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0869,0.558,0.28,2.02,2.961,0.449,144.844,31.047,0.04,2.011,16.688,2.174,91.899,9.634,0.0,1.948,2.156,1.107,0.245,0.066,17.756,1.176,Summer,236.221,4.137,Fall,54.0,1970-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEBY0871,1.358,0.421,1.169,1.047,0.701,183.978,23.74,0.602,3.034,1.374,1.413,,,0.0,3.233,2.142,0.662,0.411,0.074,15.77,1.202,Summer,210.94,3.567,Fall,54.0,1970-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0872,0.978,0.495,2.936,2.629,0.629,134.0,8.544,0.164,2.971,2.147,1.375,29.282,6.25,0.0,2.081,1.99,0.956,0.121,0.107,16.573,1.175,Summer,228.002,4.118,Spring,11.0,2013-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0873,0.743,0.322,1.951,1.914,0.646,153.182,24.297,0.204,2.205,4.946,2.478,3.376,5.0,0.0,2.276,2.055,0.903,-0.023,0.055,17.988,1.194,Winter,227.621,4.095,Spring,74.0,1950-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0874,2.095,0.588,1.326,1.29,0.724,211.848,21.273,0.818,4.595,0.602,1.367,0.103,1.75,0.0,3.553,1.987,0.559,0.461,0.118,15.634,1.178,Summer,205.606,3.44,Fall,74.0,1950-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0875,0.449,0.261,1.483,1.198,0.74,154.625,22.984,0.174,0.949,1.535,1.5,,,0.0,1.764,2.163,1.226,0.206,0.059,18.042,1.187,Summer,241.051,4.238,Spring,16.0,2008-05-14 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0876,1.404,0.562,1.637,2.381,0.584,145.818,27.317,0.224,4.192,5.92,1.756,33.14,7.006,0.0,2.409,1.916,0.795,0.051,0.126,17.062,1.186,Summer,220.478,3.961,Spring,42.0,1982-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0877,0.422,0.22,1.857,2.177,0.574,154.6,32.487,0.071,1.325,8.289,1.99,26.94,7.816,0.0,1.894,2.138,1.129,0.254,0.065,17.525,1.174,Summer,236.384,4.138,Fall,54.0,1970-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0878,1.207,0.589,1.159,1.156,0.814,166.879,17.983,0.524,2.571,0.083,1.667,0.05,1.5,0.0,2.027,2.076,1.024,0.112,0.068,17.756,1.146,Summer,230.533,4.108,Spring,67.0,1957-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0879,0.847,0.386,1.465,1.582,0.693,158.323,24.395,0.292,2.164,1.914,1.506,1.96,5.12,0.0,2.171,2.118,0.975,0.144,0.076,17.076,1.192,Summer,229.798,4.073,Spring,73.0,1950-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0880,0.511,0.279,1.505,1.452,0.662,159.262,24.951,0.164,1.322,4.234,2.215,3.38,6.485,0.0,1.821,2.144,1.178,0.202,0.063,17.552,1.194,Summer,237.989,4.156,Spring,70.0,1954-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0881,2.962,0.754,1.536,1.813,0.588,199.561,24.146,0.735,8.143,2.686,1.317,8.938,4.614,0.0,3.903,2.086,0.535,0.345,0.093,15.294,1.23,Summer,202.422,3.45,Fall,74.0,1950-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0882,4.016,0.922,1.321,2.467,0.53,211.559,14.805,0.721,12.517,3.802,1.294,25.453,6.367,0.0,4.324,1.977,0.457,0.308,0.127,15.498,1.189,Summer,199.538,3.519,Fall,68.0,1956-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEBY0884,2.149,0.561,1.498,2.143,0.613,214.022,21.802,0.392,5.61,0.613,1.45,22.556,5.256,0.0,3.807,1.967,0.517,0.302,0.122,14.205,1.177,Summer,196.966,3.471,Fall,54.0,1970-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0885,0.777,0.358,1.433,1.892,0.643,150.848,30.126,0.189,2.309,3.919,2.697,7.441,4.568,0.0,2.149,2.041,0.95,0.093,0.097,16.464,1.178,Summer,228.206,4.11,Spring,74.0,1950-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0886,1.016,0.472,1.664,2.152,0.644,148.237,26.276,0.215,2.978,3.344,2.181,15.464,6.723,0.0,2.117,1.974,0.933,0.105,0.114,16.668,1.176,Summer,227.757,4.118,Spring,68.0,1956-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0887,3.698,0.848,1.645,2.531,0.481,209.873,23.084,0.475,12.513,7.917,1.428,47.639,7.185,0.0,4.324,1.977,0.457,0.309,0.127,15.498,1.189,Summer,199.538,3.519,Fall,72.0,1952-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0888,0.77,0.295,0.641,0.634,0.905,183.947,18.816,0.499,1.194,,,,,0.0,2.586,2.084,0.806,0.448,0.069,17.457,1.199,Summer,223.485,3.792,Fall,47.0,1977-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0889,2.404,0.966,1.346,1.854,0.727,160.625,25.802,0.687,5.996,1.312,2.87,3.041,4.371,0.0,2.438,1.988,0.816,0.045,0.103,16.872,1.179,Summer,220.655,3.974,Spring,57.0,1967-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0890,0.449,0.209,1.709,1.459,0.783,168.862,23.284,0.176,1.03,0.464,1.4,,,0.0,2.125,2.128,1.001,0.214,0.068,17.158,1.184,Summer,229.104,4.031,Fall,67.0,1957-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0891,1.264,0.572,1.077,1.704,0.75,169.767,21.859,0.466,2.926,,,0.324,2.143,0.0,2.18,2.011,0.923,0.187,0.099,17.008,1.187,Summer,226.778,4.07,Fall,54.0,1970-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0892,0.685,0.346,1.947,2.1,0.665,150.939,23.808,0.165,2.048,3.317,3.324,7.867,6.537,0.0,1.955,2.057,1.052,0.044,0.068,17.158,1.163,Summer,231.336,4.16,Spring,74.0,1950-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEBY0894,0.86,0.419,1.11,1.573,0.732,153.125,23.053,0.351,2.073,0.392,2.333,,,0.0,2.004,2.112,1.054,0.117,0.066,15.607,1.167,Summer,225.621,4.036,Spring,24.0,2000-01-01 00:00:00,2023-04-19 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0895,0.256,0.155,1.321,1.668,0.761,169.256,24.511,0.076,0.607,0.993,1.84,6.716,7.775,0.0,1.65,2.19,1.327,0.154,0.044,18.75,1.164,Summer,244.752,4.376,Spring,54.0,1970-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0896,0.277,0.146,1.0,1.772,0.779,180.727,27.521,0.085,0.65,0.88,1.632,2.3,4.765,0.0,1.832,2.151,1.174,0.071,0.046,18.042,1.18,Summer,239.037,4.27,Spring,42.0,1982-11-29 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0897,1.081,0.365,1.216,1.0,0.829,184.333,24.437,0.571,2.024,0.038,1.0,,,0.0,2.904,2.064,0.711,0.399,0.078,16.777,1.184,Summer,215.702,3.683,Fall,60.0,1964-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0898,1.277,0.529,0.6,2.264,0.618,148.375,28.805,0.311,4.0,4.422,1.689,3.898,6.091,0.0,2.409,1.914,0.795,0.052,0.126,17.09,1.186,Summer,219.893,3.953,Spring,18.0,1999-10-25 00:00:00,2016-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0899,2.326,0.738,1.37,1.503,0.72,180.683,22.532,0.864,5.61,0.693,1.25,1.155,6.25,0.0,3.036,1.925,0.634,0.091,0.182,15.838,1.214,Summer,210.845,3.756,Fall,50.0,1974-11-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0900,2.376,0.766,1.428,1.593,0.695,183.606,22.847,0.739,5.962,0.895,1.245,1.115,2.235,0.0,3.071,1.913,0.623,0.097,0.183,15.661,1.205,Summer,211.294,3.764,Fall,74.0,1950-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEBY0901,3.233,0.688,1.386,1.975,0.558,184.561,22.332,0.78,9.719,3.39,1.343,6.619,4.138,0.0,4.675,1.998,0.427,0.232,0.11,15.348,1.195,Summer,200.204,3.57,Fall,74.0,1950-01-01 00:00:00,2023-05-12 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0902,0.692,0.343,0.89,2.324,0.643,154.171,28.56,0.159,1.991,3.164,2.143,9.587,7.304,0.0,2.004,1.994,0.995,0.147,0.055,15.974,1.145,Summer,226.165,3.987,Spring,44.0,1980-11-01 00:00:00,2023-06-30 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0903,1.16,0.461,1.361,2.272,0.544,141.444,23.329,0.155,3.724,7.3,2.133,33.497,8.88,0.045,2.473,1.983,0.802,-0.035,0.065,16.858,1.168,Winter,222.437,4.03,Spring,34.0,1978-12-14 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0904,0.706,0.319,1.306,1.72,0.579,146.056,26.845,0.215,2.201,8.162,1.978,0.486,5.4,0.0,2.233,1.953,0.875,0.022,0.062,16.926,1.178,Summer,225.295,4.072,Spring,57.0,1967-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0905,0.823,0.362,1.161,1.661,0.574,143.356,24.558,0.232,2.665,8.968,2.095,3.269,15.2,0.0,2.263,1.943,0.859,0.056,0.06,17.403,1.162,Summer,227.907,4.119,Spring,48.0,1976-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0906,1.107,0.451,1.372,2.889,0.539,135.983,23.283,0.144,3.82,9.852,3.01,58.283,6.566,0.0,2.452,2.006,0.818,-0.074,0.058,15.77,1.181,Winter,217.743,4.021,Spring,62.0,1962-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0907,1.845,0.645,1.127,3.016,0.49,130.371,28.011,0.152,6.718,12.599,3.113,76.726,12.272,0.0,2.85,1.882,0.66,-0.096,0.082,14.613,1.195,Winter,203.797,3.698,Spring,65.0,1959-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0908,0.811,0.38,1.458,2.114,0.619,147.296,26.719,0.183,2.496,4.324,2.264,9.37,4.86,0.0,2.141,1.992,0.93,0.068,0.062,15.838,1.162,Summer,223.784,4.001,Spring,57.0,1967-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0909,0.623,0.338,0.699,2.404,0.654,149.882,22.387,0.126,1.837,3.498,3.024,17.009,4.786,0.0,1.883,2.041,1.084,0.16,0.052,16.845,1.144,Summer,230.411,4.093,Spring,37.0,1987-11-01 00:00:00,2023-04-14 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0910,0.877,0.369,0.721,1.418,0.77,158.818,28.4,0.302,1.998,0.154,2.0,6.08,9.875,0.016,2.538,2.035,0.802,-0.043,0.058,16.681,1.173,Winter,221.308,4.02,Spring,14.0,2010-04-14 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0911,1.062,0.471,1.383,3.297,0.486,132.737,25.471,0.115,3.928,17.676,2.598,84.569,10.306,0.0,2.239,1.957,0.874,0.016,0.062,17.144,1.185,Summer,225.199,4.062,Spring,60.0,1964-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0912,1.134,0.438,1.324,3.155,0.5,131.446,28.147,0.148,4.122,15.705,2.551,71.916,9.376,0.0,2.565,1.974,0.77,-0.052,0.065,17.008,1.173,Winter,221.675,4.044,Spring,59.0,1965-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0913,0.546,0.281,1.35,2.006,0.642,146.924,23.927,0.146,1.682,1.363,2.629,3.837,7.4,0.0,1.932,2.087,1.08,0.119,0.041,16.967,1.144,Summer,234.615,4.241,Spring,69.0,1955-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0914,0.569,0.302,1.225,1.359,0.716,152.855,20.8,0.206,1.448,1.827,1.966,0.157,1.25,0.0,1.879,2.024,1.077,0.107,0.051,17.049,1.144,Summer,233.622,4.221,Spring,65.0,1959-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0915,0.83,0.385,1.36,1.292,0.765,170.288,24.616,0.286,1.823,0.636,1.259,1.159,2.952,0.0,2.177,2.185,1.003,0.122,0.034,17.593,1.167,Summer,231.826,4.176,Spring,55.0,1969-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0916,0.672,0.304,2.855,4.591,0.506,132.188,29.727,0.025,2.473,21.932,3.542,128.175,10.113,0.0,2.235,2.042,0.914,0.082,0.046,17.43,1.136,Summer,228.519,4.09,Spring,35.0,1989-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0917,1.524,0.575,1.298,3.23,0.478,129.93,27.266,0.102,5.629,13.587,3.272,88.843,11.105,0.0,2.65,1.961,0.74,-0.107,0.067,15.566,1.188,Winter,212.926,3.933,Spring,74.0,1950-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0918,0.827,0.413,1.341,2.165,0.675,153.077,25.406,0.192,2.283,2.523,2.045,8.767,5.651,0.0,2.017,2.023,1.003,0.12,0.055,16.722,1.151,Summer,225.88,3.99,Spring,55.0,1969-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0919,0.751,0.377,1.665,4.794,0.434,129.098,30.248,0.046,2.813,42.647,4.973,167.624,9.619,0.021,1.99,2.091,1.051,0.021,0.044,17.28,1.166,Summer,232.914,4.258,Spring,46.0,1974-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0920,0.587,0.302,1.866,2.906,0.534,148.274,27.928,0.074,2.095,12.394,3.802,56.773,8.968,0.0,1.928,2.047,1.062,0.085,0.047,17.403,1.153,Summer,232.248,4.224,Spring,65.0,1959-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0921,0.524,0.271,1.091,1.288,0.796,164.844,18.365,0.239,1.122,0.71,1.269,0.172,4.0,0.0,1.943,1.932,0.995,0.113,0.061,16.532,1.171,Summer,225.88,3.958,Spring,48.0,1976-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0922,1.115,0.421,0.687,3.805,0.441,128.036,22.827,0.031,4.537,20.781,3.831,121.128,12.236,0.0,2.679,1.957,0.73,-0.111,0.069,15.566,1.189,Winter,212.682,3.925,Spring,31.0,1993-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0923,0.466,0.252,1.56,1.752,0.645,151.623,23.216,0.128,1.438,3.024,2.662,4.72,9.833,0.0,1.838,2.072,1.128,0.12,0.042,17.906,1.152,Summer,236.248,4.294,Spring,64.0,1960-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0924,0.908,0.403,1.172,2.026,0.575,138.373,26.362,0.23,2.979,8.248,1.897,3.554,5.244,0.0,2.246,2.039,0.908,0.077,0.047,17.267,1.136,Summer,228.941,4.107,Spring,62.0,1962-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0925,1.236,0.521,1.331,3.408,0.492,132.912,27.013,0.079,4.595,14.13,3.495,95.269,14.269,0.0,2.367,1.892,0.8,-0.027,0.077,15.049,1.173,Winter,214.45,3.832,Spring,71.0,1953-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0926,1.439,0.521,1.191,3.141,0.494,134.2,27.473,0.128,5.411,13.706,3.082,81.973,10.264,0.0,2.762,1.938,0.702,-0.109,0.07,15.13,1.183,Winter,209.987,3.876,Spring,73.0,1951-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0927,1.406,0.525,0.943,3.287,0.484,129.34,23.282,0.106,5.305,14.544,3.708,94.293,9.267,0.0,2.695,1.955,0.725,-0.112,0.069,15.566,1.19,Winter,211.661,3.895,Spring,53.0,1971-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0928,1.032,0.433,1.662,2.525,0.543,134.265,23.769,0.16,3.621,12.507,2.277,44.649,6.523,0.0,2.397,1.991,0.83,-0.021,0.066,16.913,1.178,Winter,222.791,4.018,Spring,37.0,1987-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0929,0.783,0.365,0.043,1.928,0.621,138.118,21.751,0.234,2.368,4.092,2.143,0.109,1.0,0.0,2.242,2.04,0.91,0.079,0.047,17.239,1.136,Summer,228.928,4.105,Spring,19.0,2005-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0930,0.693,0.353,1.435,1.594,0.741,165.188,24.159,0.225,1.61,0.346,1.353,1.038,3.0,0.0,1.947,2.205,1.132,0.137,0.031,18.001,1.155,Summer,236.397,4.293,Spring,69.0,1955-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0931,0.434,0.243,1.475,1.621,0.727,167.1,31.527,0.123,1.088,1.594,1.508,1.155,3.944,0.0,1.791,1.988,1.11,0.184,0.051,16.818,1.153,Summer,231.526,4.059,Spring,63.0,1961-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0932,1.22,0.538,1.909,4.289,0.434,130.053,30.456,0.043,4.742,25.762,3.694,123.015,12.782,0.0,2.245,2.018,0.899,0.076,0.05,17.144,1.151,Summer,228.506,4.089,Spring,60.0,1964-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0933,0.655,0.35,1.865,2.222,0.632,152.281,25.483,0.141,2.032,4.857,2.429,14.452,5.369,0.0,1.853,2.093,1.13,0.102,0.042,17.879,1.15,Summer,236.955,4.241,Spring,69.0,1955-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0934,0.802,0.408,1.443,2.961,0.542,146.521,30.637,0.085,2.762,7.862,3.333,67.45,9.514,0.0,1.967,2.037,1.036,0.088,0.048,17.28,1.156,Summer,231.458,4.191,Spring,74.0,1950-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0935,0.895,0.414,1.773,3.357,0.495,132.952,24.541,0.065,3.435,17.292,3.935,93.23,9.108,0.0,2.147,2.046,0.953,-0.019,0.049,16.559,1.166,Winter,226.152,4.141,Spring,65.0,1959-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0936,1.17,0.439,1.788,2.196,0.646,151.113,27.071,0.245,3.31,3.31,1.81,16.331,6.356,0.0,2.658,2.061,0.776,-0.025,0.048,17.974,1.2,Summer,222.084,4.033,Spring,65.0,1959-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0937,1.221,0.536,1.412,4.558,0.445,132.75,26.928,0.047,4.698,22.978,3.781,128.234,17.282,0.01,2.28,1.94,0.851,0.057,0.061,17.593,1.163,Summer,227.063,4.102,Spring,67.0,1957-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0938,0.517,0.284,1.544,2.24,0.594,152.1,26.595,0.106,1.585,6.0,2.562,17.188,5.057,0.0,1.81,2.062,1.139,0.11,0.045,18.219,1.159,Summer,237.391,4.34,Spring,63.0,1961-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0939,1.095,0.478,0.993,1.733,0.635,164.768,31.494,0.324,3.049,0.626,3.0,5.426,8.667,0.0,2.29,1.924,0.84,-0.006,0.07,14.64,1.158,Summer,216.791,3.884,Spring,59.0,1965-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0940,1.03,0.416,0.896,2.272,0.606,136.758,24.087,0.261,3.205,5.972,2.822,1.42,2.882,0.0,2.5,2.001,0.801,-0.037,0.06,16.396,1.172,Winter,221.839,4.039,Spring,36.0,1988-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0941,0.723,0.381,1.237,1.784,0.671,150.645,22.465,0.206,1.95,2.898,1.897,4.126,4.679,0.0,1.893,1.994,1.053,0.093,0.056,16.858,1.15,Summer,230.928,4.14,Spring,65.0,1959-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0942,0.993,0.448,1.17,2.044,0.584,137.5,26.0,0.189,3.177,4.524,2.241,20.618,4.558,0.0,2.225,2.042,0.918,0.08,0.047,17.28,1.138,Summer,229.377,4.125,Spring,58.0,1962-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0943,0.776,0.351,1.901,1.975,0.674,155.438,24.476,0.193,2.161,2.75,1.8,9.433,5.646,0.001,2.216,2.157,0.973,0.04,0.036,17.784,1.167,Summer,229.717,4.133,Spring,50.0,1974-04-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
DEHE0944,1.294,0.583,1.271,2.318,0.602,149.636,28.41,0.235,3.874,3.867,1.601,24.311,7.359,0.001,2.212,1.918,0.867,0.071,0.089,15.77,1.17,Summer,219.893,3.894,Spring,69.0,1955-11-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
