basin_id,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens
FR002274,1452.436,643.491,230.292,6.966,33.528,11.647,0.54,0.204
FR002275,1452.436,613.601,200.605,6.694,35.403,10.83,0.531,0.205
FR002276,456.511,250.099,197.007,1.926,84.859,0.69,0.46,0.191
FR002277,1132.967,822.697,557.797,4.903,38.735,2.807,0.476,0.193
FR002278,1132.967,822.697,557.797,4.903,38.735,2.807,0.476,0.193
FR002279,1132.967,822.697,557.797,4.903,38.735,2.807,0.476,0.193
FR002280,913.123,741.764,397.589,4.217,47.296,1.732,0.624,0.191
FR002281,913.123,741.236,380.899,4.306,46.915,2.073,0.627,0.19
FR002282,913.123,699.588,320.879,5.502,40.894,6.242,0.671,0.196
FR002283,913.123,740.985,380.899,4.323,46.871,2.143,0.627,0.191
FR002284,913.123,734.954,359.653,4.742,45.336,3.768,0.639,0.191
FR002285,893.805,832.604,798.652,2.967,59.91,0.151,0.574,0.0
FR002286,1137.085,616.452,234.576,6.84,33.911,11.326,0.658,0.204
FR002287,913.123,772.249,609.992,3.944,51.316,1.929,0.647,0.21
FR002288,1137.085,585.577,210.111,6.511,36.498,10.455,0.624,0.206
FR002289,776.013,611.336,404.769,4.013,50.464,1.984,0.591,0.0
FR002290,776.013,413.791,213.898,4.151,56.985,4.468,0.542,0.156
FR002291,1452.436,573.355,178.768,6.214,39.943,9.784,0.576,0.208
FR002292,217.579,199.781,178.773,0.963,99.16,0.0,0.656,0.157
FR002293,217.579,200.202,178.877,0.965,99.175,0.0,0.704,0.144
FR002294,498.128,337.283,248.134,4.73,25.406,0.214,0.643,0.064
FR002295,636.455,480.257,301.69,6.325,17.45,2.554,0.619,0.0
FR002296,437.991,345.736,220.651,5.158,26.731,0.233,0.554,0.0
FR002297,637.936,556.173,361.633,7.459,19.433,11.747,0.556,0.0
FR002298,1452.436,400.863,162.99,4.601,51.515,4.957,0.631,0.199
FR002299,1001.03,597.046,368.035,10.825,2.948,18.431,0.567,0.095
FR002300,600.396,330.348,214.247,5.433,26.093,1.322,0.516,0.117
FR002301,599.13,343.565,220.913,6.101,28.074,6.471,0.637,0.091
FR002302,599.13,222.272,177.868,2.072,82.913,0.579,0.642,0.184
FR002303,553.521,355.55,221.044,10.525,10.451,25.32,0.886,0.0
FR002304,587.118,497.589,344.224,6.159,25.895,5.881,0.46,0.0
FR002305,615.117,240.572,184.697,2.794,73.53,3.266,0.444,0.238
FR002306,615.117,291.608,220.542,4.786,65.327,11.416,0.738,0.097
FR002307,667.294,407.118,195.993,6.698,34.562,10.869,0.549,0.237
FR002308,486.264,347.119,252.574,6.425,14.824,0.283,0.661,0.0
FR002309,502.753,386.256,281.538,11.779,6.125,32.172,0.614,0.0
FR002310,570.375,272.088,219.82,2.458,80.673,2.943,0.596,0.182
FR002311,311.185,267.091,218.822,1.177,94.319,0.0,0.465,0.194
FR002312,326.58,257.652,183.9,1.328,91.949,0.0,0.649,0.261
FR002313,326.532,277.787,217.125,1.183,94.32,0.0,0.449,0.244
FR002314,1452.436,369.631,124.31,4.294,55.317,4.394,0.636,0.199
FR002315,312.766,287.448,272.599,0.909,98.754,0.0,0.678,0.146
FR002316,312.766,281.047,226.89,1.012,97.05,0.0,0.586,0.22
FR002317,991.396,508.36,217.114,11.747,5.842,31.102,0.663,0.125
FR002318,849.473,388.784,177.557,9.568,22.846,25.42,0.545,0.213
FR002319,849.473,428.653,212.944,11.459,9.431,31.873,0.699,0.132
FR002320,836.55,336.976,172.973,6.451,24.98,5.938,0.564,0.109
FR002321,898.11,579.058,301.092,14.061,1.934,44.376,0.635,0.107
FR002322,1003.308,547.605,227.64,11.38,8.614,30.652,0.555,0.168
FR002323,1003.308,512.73,189.407,10.847,8.701,25.854,0.529,0.153
FR002324,1452.436,371.613,124.31,4.493,54.017,5.101,0.581,0.197
FR002325,1452.436,371.611,124.31,4.493,54.016,5.102,0.581,0.197
FR002326,1452.436,371.61,124.31,4.493,54.016,5.102,0.581,0.197
FR002327,1452.436,371.61,124.31,4.493,54.016,5.102,0.581,0.197
FR002328,1452.436,371.131,124.31,4.49,54.047,5.091,0.582,0.197
FR002329,4224.141,2458.916,1027.671,28.394,2.511,80.202,0.707,0.127
FR002330,4224.141,2491.174,1034.804,28.179,2.501,79.858,0.68,0.133
FR002331,4260.629,1982.824,581.001,26.148,0.813,80.777,0.638,0.111
FR002332,4786.045,2090.198,556.195,26.739,2.576,79.285,0.596,0.138
FR002333,4786.045,1876.803,496.255,25.1,3.925,75.439,0.623,0.131
FR002334,4786.045,1876.826,496.559,25.1,3.923,75.44,0.623,0.131
FR002335,3047.402,1753.42,692.931,27.736,1.94,82.541,0.69,0.104
FR002336,3047.402,1516.552,602.744,23.819,4.587,73.487,0.627,0.13
FR002337,3047.402,1516.552,602.744,23.819,4.587,73.487,0.627,0.13
FR002338,3047.402,1408.165,500.269,22.859,4.077,71.06,0.568,0.136
FR002339,3047.402,1409.329,506.849,22.862,4.078,71.069,0.567,0.134
FR002340,1919.692,1080.292,533.978,19.243,2.596,62.051,0.524,0.103
FR002341,1919.692,1079.887,533.978,19.237,2.597,62.023,0.524,0.104
FR002342,2411.121,1407.646,454.988,21.542,1.669,68.906,0.679,0.081
FR002343,2411.121,1400.561,451.414,21.393,2.376,68.393,0.677,0.095
FR002344,2597.694,1553.414,887.588,23.094,0.729,78.615,0.688,0.102
FR002345,1696.095,880.09,439.04,12.016,9.528,30.591,0.586,0.184
FR002346,1696.095,912.976,495.568,12.542,7.95,33.294,0.58,0.171
FR002347,1377.582,677.624,434.732,7.361,34.604,11.187,0.734,0.016
FR002348,2190.499,1328.403,849.989,20.525,3.139,69.165,0.645,0.0
FR002349,2436.003,1430.608,695.786,24.188,0.855,80.549,0.628,0.094
FR002350,1705.177,875.076,433.373,12.717,22.63,45.608,0.669,0.036
FR002351,1640.302,1024.286,555.59,18.533,0.872,74.557,0.431,0.0
FR002352,4786.045,1555.164,330.272,19.707,17.065,59.233,0.557,0.151
FR002353,1705.185,1227.235,667.502,15.485,4.567,44.701,0.46,0.232
FR002354,1705.185,1193.04,574.39,16.662,4.004,49.239,0.443,0.233
FR002355,1449.284,923.083,382.174,12.306,8.57,30.637,0.553,0.132
FR002356,1449.284,964.911,499.713,11.873,8.474,27.897,0.546,0.121
FR002357,1705.185,995.635,351.852,14.689,6.313,40.573,0.439,0.182
FR002358,1705.185,996.229,362.897,14.692,6.301,40.578,0.439,0.18
FR002359,1374.699,686.614,347.543,8.004,11.613,8.317,0.587,0.145
FR002360,1374.699,685.451,339.312,8.009,11.667,8.375,0.588,0.15
FR002361,4786.045,1493.298,253.878,19.057,16.522,56.582,0.536,0.153
FR002362,1873.802,1216.789,505.889,27.127,0.41,83.126,0.712,0.0
FR002363,1873.802,1152.816,458.248,25.376,3.017,76.869,0.566,0.0
FR002364,1692.126,1114.326,862.41,19.739,1.976,65.035,0.475,0.0
FR002365,2181.719,1164.025,573.524,20.571,2.329,63.607,0.628,0.11
FR002366,2181.719,1158.578,564.451,20.503,2.326,63.366,0.633,0.116
FR002367,1686.354,789.138,419.896,10.35,12.75,18.689,0.563,0.042
FR002368,2147.885,1548.856,1037.217,30.009,0.029,96.347,0.689,0.0
FR002369,4786.045,1426.326,231.615,18.718,15.998,55.264,0.525,0.153
FR002370,4786.045,1429.682,245.491,18.741,15.947,55.325,0.524,0.153
FR002371,1918.304,749.141,240.687,15.326,13.99,43.229,0.607,0.14
FR002372,1531.903,1185.668,678.944,25.929,1.625,72.049,0.656,0.0
FR002373,1531.903,1185.668,678.944,25.929,1.625,72.049,0.656,0.0
FR002374,1531.903,1089.431,574.626,24.339,1.263,69.797,0.645,0.0
FR002375,1478.347,707.912,288.444,23.856,1.444,63.263,0.635,0.0
FR002376,1918.304,738.157,238.173,15.124,14.266,42.382,0.609,0.14
FR002377,1826.263,1023.598,330.446,18.014,4.251,52.746,0.577,0.077
FR002378,1672.189,762.445,262.681,17.635,6.414,49.64,0.588,0.139
FR002379,1540.455,508.796,278.064,11.9,27.759,35.51,0.545,0.11
FR002380,1540.455,508.892,278.064,11.904,27.747,35.528,0.546,0.109
FR002381,1527.896,1227.531,720.736,20.452,1.346,58.824,0.525,0.0
FR002382,1918.304,735.492,233.719,15.066,14.434,42.15,0.597,0.146
FR002383,1918.304,775.977,251.911,15.918,12.618,45.467,0.585,0.139
FR002384,988.992,520.66,298.834,10.532,13.382,19.476,0.569,0.0
FR002385,1918.304,735.492,233.719,15.066,14.434,42.15,0.597,0.146
FR002386,1918.304,737.088,237.434,15.099,14.349,42.285,0.605,0.142
FR002387,1549.93,635.968,249.613,9.698,15.846,17.352,0.64,0.126
FR002388,1549.93,922.599,368.145,11.788,10.509,26.215,0.606,0.07
FR002389,1549.93,964.636,408.078,12.25,10.877,28.426,0.565,0.039
FR002390,1549.93,863.935,296.11,12.079,8.62,26.506,0.63,0.109
FR002391,926.533,472.936,287.156,7.642,23.099,9.963,0.708,0.11
FR002392,1549.93,1033.0,636.522,22.387,0.242,65.327,0.528,0.0
FR002393,1549.93,1287.281,664.175,11.642,14.471,27.968,0.552,0.0
FR002394,1549.93,1320.965,774.24,10.81,15.678,24.015,0.532,0.0
FR002395,1433.215,858.735,511.53,13.652,8.186,33.797,0.529,0.0
FR002396,1549.93,1065.648,693.811,23.333,0.27,70.073,0.57,0.0
FR002397,1428.729,1027.641,623.017,22.705,1.305,68.262,0.544,0.0
FR002398,1549.93,1065.648,693.811,23.333,0.27,70.073,0.57,0.0
FR002399,1549.93,1065.648,693.811,23.333,0.27,70.073,0.57,0.0
FR002400,1549.93,1065.648,693.811,23.333,0.27,70.073,0.57,0.0
FR002401,1428.729,736.625,498.749,12.389,16.682,25.493,0.476,0.0
FR002402,1549.93,643.254,265.741,9.652,16.386,17.525,0.606,0.124
FR002403,1549.93,643.254,265.741,9.652,16.386,17.525,0.606,0.124
FR002404,1531.903,1185.668,678.944,25.929,1.625,72.049,0.656,0.0
FR002405,1531.903,1109.379,598.256,24.623,1.346,70.651,0.643,0.0
FR002406,1918.304,652.409,230.146,12.881,18.894,32.826,0.617,0.144
FR002407,1918.304,626.959,230.146,12.79,21.648,33.045,0.611,0.147
FR002408,1918.304,697.243,230.146,14.672,17.823,41.361,0.688,0.137
FR002409,1918.304,700.922,230.146,14.752,17.372,41.601,0.689,0.136
FR002410,1918.304,700.922,230.146,14.752,17.372,41.601,0.689,0.136
FR002411,1341.95,886.328,375.555,7.974,15.752,11.543,0.499,0.15
FR002412,1341.95,875.68,247.167,8.098,15.54,12.126,0.485,0.157
FR002413,4786.045,1352.177,217.802,18.051,16.497,52.726,0.507,0.156
FR002414,1206.909,523.335,217.954,11.009,17.261,24.773,0.514,0.202
FR002415,4786.045,1352.177,217.802,18.051,16.497,52.726,0.507,0.156
FR002416,1487.878,583.506,295.283,18.573,7.499,53.566,0.586,0.0
FR002417,1206.909,689.362,254.278,14.966,9.422,41.63,0.583,0.161
FR002418,1206.909,680.126,246.088,15.211,9.37,42.427,0.598,0.158
FR002419,1206.909,530.574,219.771,11.157,16.719,25.357,0.54,0.185
FR002420,2066.734,1242.435,419.702,24.215,0.639,78.709,0.714,0.114
FR002421,2066.734,1240.667,415.195,24.178,0.653,78.544,0.715,0.115
FR002422,2016.231,1550.083,1106.178,27.85,0.029,92.103,0.674,0.0
FR002423,1895.64,938.008,397.889,21.21,7.891,64.665,0.655,0.015
FR002424,2020.892,1589.547,865.083,20.861,1.485,63.193,0.503,0.0
FR002425,2020.892,1204.282,447.905,21.849,1.105,70.631,0.625,0.112
FR002426,1923.706,1587.968,1077.743,18.008,3.408,46.923,0.653,0.0
FR002427,918.812,589.76,400.331,11.768,11.962,31.032,0.617,0.116
FR002428,918.812,588.201,397.061,11.746,11.827,30.853,0.623,0.122
FR002429,2066.734,804.652,228.895,15.583,11.813,43.624,0.632,0.167
FR002430,2066.734,804.064,227.155,15.571,11.849,43.578,0.632,0.169
FR002431,1394.253,569.231,378.833,9.658,11.396,15.973,0.786,0.033
FR002432,4786.045,1281.708,195.841,17.41,17.626,50.475,0.487,0.158
FR002433,4786.045,1283.726,198.569,17.429,17.578,50.539,0.486,0.158
FR002434,708.457,514.499,317.867,5.668,31.154,3.994,0.654,0.178
FR002435,708.457,523.065,355.328,5.732,30.93,4.309,0.62,0.142
FR002436,509.17,353.475,211.878,4.683,47.704,5.013,0.457,0.218
FR002437,772.894,378.169,199.771,4.922,43.318,3.765,0.615,0.188
FR002438,1153.796,927.197,803.619,6.0,28.469,5.246,0.526,0.179
FR002439,976.958,803.317,742.628,7.453,29.224,11.022,0.662,0.0
FR002440,890.39,706.8,500.189,5.245,30.16,2.327,0.585,0.0
FR002441,890.39,706.8,500.189,5.245,30.16,2.327,0.585,0.0
FR002442,827.03,661.143,520.252,5.911,27.5,4.274,0.619,0.0
FR002443,827.03,680.892,528.129,5.757,26.643,3.297,0.661,0.0
FR002444,1129.35,799.852,501.276,8.632,20.643,15.566,0.512,0.17
FR002445,1312.973,1130.936,1084.841,6.566,38.059,10.763,0.614,0.0
FR002446,1656.588,992.841,429.406,10.668,13.21,23.525,0.77,0.134
FR002447,1426.538,1244.245,1112.285,8.358,13.494,10.896,0.646,0.0
FR002448,1101.099,784.525,504.522,9.139,17.564,16.951,0.572,0.156
FR002449,706.57,538.626,414.819,5.01,46.868,5.369,0.541,0.204
FR002450,699.514,544.92,480.887,4.832,49.714,5.734,0.541,0.022
FR002451,706.57,541.74,480.797,4.644,50.699,4.948,0.58,0.159
FR002452,706.57,525.538,355.93,5.938,39.159,8.077,0.459,0.207
FR002453,640.129,473.225,367.214,7.726,21.91,11.218,0.519,0.0
FR002454,761.523,455.662,300.603,8.387,22.766,16.466,0.425,0.163
FR002455,761.523,430.622,262.573,7.849,25.719,13.958,0.382,0.173
FR002456,761.523,423.568,242.629,7.714,26.439,13.389,0.354,0.195
FR002457,761.523,456.114,327.48,8.013,22.838,14.192,0.485,0.139
FR002458,761.523,455.961,325.343,8.023,22.835,14.267,0.485,0.141
FR002459,761.523,430.432,259.294,7.852,25.686,13.966,0.379,0.174
FR002460,1232.171,820.738,293.355,11.598,15.996,27.292,0.527,0.165
FR002461,1232.171,748.547,243.114,12.798,14.04,33.338,0.527,0.183
FR002462,4786.045,1099.004,163.142,14.828,22.583,41.11,0.487,0.167
FR002463,4786.045,1100.41,163.142,14.848,22.489,41.172,0.494,0.167
FR002464,4786.045,1099.317,163.142,14.832,22.568,41.123,0.489,0.167
FR002465,313.605,272.696,213.671,3.003,63.696,0.055,0.537,0.034
FR002466,911.845,394.564,188.508,6.738,28.843,10.005,0.591,0.152
FR002467,911.845,390.446,182.941,6.641,29.513,9.703,0.574,0.15
FR002468,656.283,344.497,240.27,5.173,30.076,1.48,0.696,0.0
FR002469,782.928,422.216,261.874,7.333,14.072,9.872,0.614,0.0
FR002470,374.092,248.402,163.383,2.877,65.607,0.188,0.622,0.177
FR002471,374.092,248.402,163.383,2.877,65.607,0.188,0.622,0.177
FR002472,374.092,239.364,148.558,2.86,66.74,0.426,0.631,0.168
FR002473,899.516,561.085,410.701,10.491,2.493,17.851,0.566,0.0
FR002474,1419.592,991.373,551.602,17.981,0.727,70.412,0.694,0.0
FR002475,4786.045,661.742,124.31,8.661,41.069,19.598,0.586,0.184
FR002476,581.887,519.947,419.464,4.022,40.616,0.224,0.59,0.0
FR002477,617.669,411.145,219.816,4.387,47.574,1.818,0.55,0.166
FR002478,617.669,374.755,171.644,4.717,43.15,1.78,0.631,0.175
FR002479,617.669,407.051,187.381,4.629,44.09,1.894,0.63,0.195
FR002480,455.803,299.552,171.644,4.823,44.028,1.704,0.506,0.136
FR002481,1345.554,634.156,155.487,12.743,4.855,39.458,0.635,0.045
FR002482,465.224,374.731,244.014,5.941,19.936,1.084,0.52,0.075
FR002483,748.331,581.298,436.823,10.427,4.523,15.555,0.796,0.0
FR002484,785.708,428.534,145.468,4.309,58.771,4.882,0.529,0.197
FR002485,1383.368,824.439,357.441,16.516,1.378,58.615,0.544,0.121
FR002486,1421.417,934.503,447.964,13.483,2.411,40.051,0.698,0.109
FR002487,1421.417,945.995,466.744,13.54,2.378,40.427,0.727,0.097
FR002488,1327.822,741.32,236.715,14.13,4.114,46.571,0.63,0.171
FR002489,1327.822,669.372,133.335,13.115,4.462,39.041,0.698,0.185
FR002490,4786.045,786.678,89.879,10.738,35.139,27.156,0.609,0.179
FR002491,1296.117,739.559,437.258,20.657,0.557,74.114,0.652,0.0
FR002492,407.25,334.177,282.485,6.227,22.222,2.514,0.633,0.0
FR002493,1273.171,654.446,261.501,12.976,14.494,38.362,0.758,0.071
FR002494,1273.171,369.294,128.428,6.092,57.579,14.985,0.649,0.151
FR002495,1338.642,852.417,426.359,17.024,1.314,66.063,0.657,0.137
FR002496,1738.196,923.292,324.932,15.492,5.43,55.321,0.66,0.189
FR002497,1738.196,842.752,171.972,16.289,3.819,59.616,0.66,0.197
FR002498,1738.196,795.575,139.184,15.62,3.926,54.684,0.65,0.193
FR002499,4786.045,783.369,82.86,10.766,34.905,27.398,0.595,0.18
FR002500,1738.196,775.656,124.664,15.644,3.812,54.757,0.637,0.189
FR002501,2031.079,1500.427,644.819,18.899,10.073,50.77,0.628,0.137
FR002502,2031.079,1600.883,735.684,15.827,12.726,38.918,0.682,0.075
FR002503,1553.763,817.222,330.389,18.783,3.379,59.884,0.837,0.113
FR002504,1553.763,804.884,309.558,18.466,3.529,58.325,0.765,0.122
FR002505,2031.079,784.057,92.285,17.075,8.055,53.646,0.545,0.148
FR002506,523.221,366.042,299.425,7.217,30.383,15.33,0.691,0.0
FR002507,2031.079,786.778,110.634,17.137,7.748,53.863,0.564,0.145
FR002508,1557.535,462.355,82.233,11.245,27.643,30.811,0.511,0.174
FR002509,1094.045,356.586,84.81,9.318,27.755,22.449,0.528,0.206
FR002510,1094.045,356.772,86.503,9.324,27.704,22.465,0.532,0.206
FR002511,712.634,242.715,41.729,5.518,45.814,8.059,0.602,0.148
FR002512,1542.054,853.242,303.119,20.23,1.927,73.342,0.608,0.192
FR002513,1542.054,895.483,318.611,20.888,1.698,75.652,0.538,0.184
FR002514,1476.926,929.273,306.098,18.475,2.555,65.951,0.571,0.188
FR002515,1542.054,886.747,298.96,19.43,2.213,69.975,0.576,0.193
FR002516,1187.858,403.857,125.385,11.993,8.496,34.16,0.663,0.147
FR002517,1498.043,595.532,116.925,17.282,6.277,59.548,0.555,0.187
FR002518,1498.043,589.72,107.57,17.128,6.524,58.805,0.542,0.198
FR002519,1681.123,979.4,160.285,15.852,4.782,53.122,0.704,0.202
FR002520,1681.123,746.643,96.119,13.356,13.086,41.711,0.521,0.193
FR002521,1681.123,871.62,117.189,15.273,5.602,50.058,0.701,0.209
FR002522,1681.123,965.163,147.003,15.844,4.821,52.992,0.827,0.206
FR002523,1540.708,1111.13,619.901,18.153,1.676,64.585,0.669,0.144
FR002524,1681.123,642.565,79.812,14.112,11.443,45.044,0.599,0.196
FR002525,1681.123,595.935,41.735,13.514,12.472,41.767,0.682,0.193
FR002526,1681.123,547.448,39.036,12.507,16.365,37.448,0.578,0.188
FR002527,1310.327,891.773,649.334,21.447,0.086,83.384,0.873,0.0
FR002528,1419.1,551.647,132.974,13.403,18.875,41.481,0.431,0.235
FR002529,1419.1,615.655,177.793,15.319,10.951,49.083,0.514,0.224
FR002530,1291.418,630.045,319.395,15.979,10.68,55.996,0.507,0.0
FR002531,1419.1,344.506,54.847,7.298,47.538,17.966,0.549,0.198
FR002532,1738.412,895.222,395.831,17.782,2.527,58.227,0.652,0.139
FR002533,1738.412,896.703,415.366,17.691,2.58,57.674,0.639,0.138
FR002534,1738.412,803.903,264.897,17.5,3.021,57.23,0.727,0.141
FR002535,1738.412,803.654,260.054,17.496,3.031,57.219,0.727,0.142
FR002536,1738.412,711.873,68.153,15.641,9.044,49.209,0.483,0.158
FR002537,1500.06,636.297,228.456,16.822,1.767,61.829,0.717,0.215
FR002538,1577.7,761.699,215.687,16.562,2.977,57.474,0.514,0.226
FR002539,1577.7,781.431,249.466,16.479,3.049,56.933,0.501,0.197
FR002540,997.706,542.657,192.815,16.453,2.323,56.238,0.618,0.091
FR002541,1577.7,658.531,165.559,16.614,2.451,59.34,0.614,0.254
FR002542,689.165,265.182,121.615,7.485,32.636,15.224,0.47,0.161
FR002543,1577.7,448.08,110.795,12.512,15.89,38.863,0.538,0.231
FR002544,689.165,265.182,121.615,7.485,32.636,15.224,0.47,0.161
FR002545,503.733,220.306,114.164,5.44,41.995,7.202,0.565,0.151
FR002546,1577.7,374.328,78.509,10.42,21.823,28.599,0.566,0.206
FR002547,1577.7,365.958,71.329,10.251,21.993,27.577,0.53,0.204
FR002548,1577.7,332.222,38.877,9.327,24.385,22.875,0.513,0.201
FR002549,1577.7,332.219,38.877,9.327,24.386,22.874,0.513,0.201
FR002550,315.676,178.606,34.349,4.211,48.981,1.717,0.531,0.192
FR002551,1511.709,820.586,337.709,16.353,2.606,54.582,0.531,0.168
FR002552,1898.674,844.631,325.345,18.282,2.725,59.444,0.525,0.149
FR002553,1898.674,755.054,238.404,16.564,3.388,53.757,0.634,0.184
FR002554,1898.674,697.937,196.315,15.471,5.727,48.533,0.63,0.176
FR002555,689.55,298.061,121.414,7.656,27.96,11.836,0.554,0.0
FR002556,1898.674,765.473,197.866,10.506,13.364,24.267,0.602,0.049
FR002557,716.569,326.924,87.872,13.105,3.289,34.311,0.638,0.113
FR002558,1581.639,802.77,99.321,7.92,22.544,12.255,0.493,0.155
FR002559,671.162,394.408,82.949,17.564,2.216,58.936,0.545,0.0
FR002560,667.652,477.788,208.834,13.104,1.926,35.104,0.52,0.0
FR002561,1898.674,605.802,60.412,8.437,29.788,18.017,0.465,0.137
FR002562,1898.674,306.635,25.77,6.465,45.526,13.168,0.525,0.181
FR002563,689.55,233.16,62.763,6.056,39.723,8.53,0.579,0.156
FR002564,716.569,251.706,40.205,8.472,29.158,18.035,0.638,0.211
FR002565,1898.674,452.232,22.68,5.864,43.684,8.824,0.639,0.196
FR002566,1898.674,515.099,22.68,8.875,31.889,21.296,0.642,0.198
FR002567,1898.674,476.392,15.889,8.252,36.488,19.528,0.613,0.196
FR002568,1147.446,627.849,269.572,18.981,0.765,79.891,0.568,0.075
FR002569,1160.654,668.776,301.533,19.045,0.787,77.626,0.667,0.065
FR002570,1160.654,610.056,242.05,18.691,0.815,77.187,0.617,0.134
FR002571,1160.654,612.147,244.529,18.717,0.814,77.331,0.615,0.132
FR002572,1102.958,774.392,373.514,16.699,8.647,63.114,0.614,0.106
FR002573,1102.958,775.124,373.514,16.698,8.669,63.059,0.618,0.104
FR002574,1102.958,721.974,334.871,17.763,5.675,68.915,0.611,0.113
FR002575,1102.958,628.08,233.034,18.056,3.829,70.522,0.527,0.194
FR002576,1160.654,559.76,140.801,18.367,2.398,72.059,0.488,0.219
FR002577,1160.654,584.387,177.549,18.384,2.343,72.988,0.539,0.201
FR002578,1160.654,559.924,143.633,18.367,2.397,72.057,0.49,0.218
FR002579,1200.886,531.549,141.703,17.935,2.272,65.416,0.526,0.218
FR002580,1200.886,599.642,183.549,20.265,1.342,78.57,0.524,0.21
FR002581,1200.886,679.206,323.034,20.429,1.155,80.333,0.591,0.163
FR002582,1200.886,652.126,276.473,20.496,1.262,80.228,0.576,0.19
FR002583,1495.409,1141.399,832.101,8.821,12.948,14.463,0.638,0.17
FR002584,1156.357,522.891,204.823,15.271,2.461,51.063,0.587,0.109
FR002585,1200.886,673.88,314.186,20.386,1.16,80.201,0.597,0.17
FR002586,1156.357,561.802,257.95,15.923,2.168,55.103,0.615,0.059
FR002587,1156.357,477.489,157.714,14.606,3.379,47.375,0.578,0.169
FR002588,1156.357,475.772,154.547,14.578,3.422,47.232,0.572,0.177
FR002589,1058.803,636.685,332.846,21.037,0.811,82.818,0.641,0.152
FR002590,1155.708,773.017,429.431,19.861,1.553,78.726,0.59,0.056
FR002591,1200.886,610.723,189.626,20.513,1.195,79.898,0.538,0.21
FR002592,1200.886,527.463,125.657,17.803,2.617,66.582,0.632,0.211
FR002593,1331.37,444.784,128.206,15.377,6.592,55.83,0.59,0.184
FR002594,1331.37,579.815,213.855,18.408,1.02,74.036,0.626,0.16
FR002595,1331.37,590.516,234.247,18.462,0.992,74.488,0.629,0.157
FR002596,1331.37,438.958,115.251,15.134,7.847,54.781,0.56,0.195
FR002597,906.503,507.994,187.747,17.04,0.812,65.472,0.597,0.112
FR002598,906.503,505.315,187.747,17.007,0.843,65.257,0.6,0.119
FR002599,1331.37,731.457,385.767,19.071,0.674,78.861,0.676,0.02
FR002600,1331.37,579.646,208.625,18.405,1.019,74.009,0.626,0.162
FR002601,1331.37,480.076,138.318,16.696,2.525,62.983,0.603,0.192
FR002602,1331.37,481.882,138.318,16.73,2.529,63.241,0.612,0.193
FR002603,1331.37,430.002,79.525,14.394,14.078,50.896,0.678,0.202
FR002604,1331.37,347.735,52.712,11.325,25.592,36.799,0.581,0.192
FR002605,270.075,158.076,68.06,3.447,54.815,0.535,0.792,0.083
FR002606,1331.37,338.549,38.053,11.115,25.811,35.561,0.564,0.194
FR002607,358.942,188.925,92.226,4.852,39.529,3.227,0.562,0.16
FR002608,1331.37,338.529,36.725,11.116,25.81,35.564,0.564,0.194
FR002609,1331.37,307.863,17.059,9.94,30.117,29.992,0.548,0.192
FR002610,1331.37,308.034,20.098,9.943,30.116,30.009,0.548,0.192
FR002611,1331.37,307.873,17.059,9.94,30.117,29.993,0.548,0.192
FR002612,1331.37,306.801,14.357,9.916,30.183,29.872,0.546,0.192
FR002613,1331.37,307.856,17.059,9.94,30.118,29.991,0.548,0.192
FR002614,4786.045,789.092,-0.74,11.456,30.818,30.5,0.583,0.179
FR002615,388.384,44.372,3.655,2.442,73.441,1.328,0.747,0.173
FR002616,3759.381,2200.704,694.257,24.366,1.266,79.953,0.585,0.128
FR002617,3759.381,2080.241,478.96,24.063,1.159,79.866,0.574,0.126
FR002618,3814.788,2195.825,627.133,26.072,0.767,82.407,0.61,0.135
FR002619,2584.441,2050.588,1461.539,25.99,0.0,89.406,0.641,0.0
FR002620,2562.877,1487.162,570.661,21.42,1.29,72.61,0.669,0.132
FR002621,2562.877,1507.855,739.279,21.368,1.337,72.39,0.658,0.126
FR002622,2335.627,1033.628,424.683,22.963,6.773,75.813,0.866,0.155
FR002623,2335.627,1033.628,424.683,22.963,6.773,75.813,0.866,0.155
FR002624,2847.815,1432.996,351.302,22.605,2.423,76.04,0.641,0.154
FR002625,3814.788,1832.689,328.864,23.908,1.6,79.681,0.653,0.143
FR002626,3814.788,1819.801,315.848,23.823,1.851,79.282,0.657,0.143
FR002627,3671.165,2873.089,1967.551,26.837,0.343,84.975,0.619,0.06
FR002628,3717.86,2610.957,1395.998,26.163,1.742,80.959,0.668,0.138
FR002629,3717.86,2615.73,1405.853,26.181,1.746,80.946,0.667,0.137
FR002630,3814.788,2662.894,1329.495,23.621,1.275,73.865,0.588,0.126
FR002631,3814.788,2663.341,1368.787,23.383,1.35,73.01,0.602,0.132
FR002632,3814.788,2437.635,917.54,25.424,1.322,80.843,0.52,0.138
FR002633,3814.788,2408.366,719.16,25.511,1.277,81.468,0.531,0.137
FR002634,3814.788,2425.216,829.503,25.488,1.283,81.235,0.532,0.136
FR002635,3414.838,2055.83,1353.67,21.644,0.527,75.426,0.644,0.125
FR002636,3414.838,2128.38,1432.005,22.055,0.612,76.55,0.624,0.112
FR002637,2855.657,2137.481,1268.441,31.828,0.032,95.025,0.678,0.0
FR002638,3814.788,2047.018,319.844,25.111,1.913,81.231,0.555,0.133
FR002639,3814.788,1840.139,262.419,24.048,2.791,79.104,0.636,0.143
