basin_id,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens
DERP2050,680.518,388.908,181.196,9.112,9.429,12.685,0.667,0.171
DERP2051,650.795,420.339,189.617,8.618,10.592,10.83,0.663,0.158
DERP2052,380.465,301.204,209.132,7.702,9.799,4.092,0.786,0.0
DERP2053,660.946,447.919,197.216,5.102,28.229,1.778,0.556,0.233
DERP2054,650.795,440.137,214.701,4.695,30.08,0.717,0.47,0.222
DESH1292,52.519,16.216,3.975,0.536,99.632,0.0,0.72,0.138
DESH1293,106.177,21.43,2.836,1.067,92.908,0.0,0.508,0.138
DESH1294,90.585,46.545,18.555,1.122,96.151,0.0,0.591,0.157
DESH1295,77.444,20.754,1.322,0.748,99.359,0.0,0.529,0.148
DESH1296,46.82,13.35,-1.687,0.725,99.605,0.0,0.73,0.199
DESH1297,90.327,32.296,11.015,0.583,99.014,0.0,0.598,0.169
DESH1298,79.61,42.244,21.464,1.073,98.03,0.0,0.617,0.177
DESH1299,102.257,48.799,5.23,1.447,90.689,0.0,0.643,0.151
DESH1300,92.255,30.438,8.896,0.955,97.037,0.0,0.581,0.116
DESH1301,97.487,34.517,7.063,0.926,95.486,0.0,0.556,0.174
DESH1302,90.99,34.581,5.631,0.83,98.068,0.0,0.601,0.139
DESH1303,96.719,39.608,0.429,1.679,87.11,0.0,0.686,0.174
DESH1304,86.811,47.144,21.843,1.609,88.242,0.0,0.622,0.08
DESH1305,89.435,28.832,8.25,1.066,93.228,0.0,0.548,0.158
DESH1306,54.049,25.937,6.376,0.649,99.731,0.0,0.519,0.14
DESH1307,54.049,24.874,-0.947,0.643,99.623,0.0,0.515,0.159
DESH1308,168.037,54.773,22.974,2.422,70.214,0.035,0.649,0.167
DESH1309,71.185,33.788,10.736,1.22,95.979,0.0,0.609,0.15
DESH1310,38.987,22.722,10.223,0.657,99.797,0.0,0.594,0.092
DESH1311,40.022,21.114,4.14,0.77,99.307,0.0,0.715,0.075
DESH1312,79.576,25.489,12.355,0.908,96.179,0.0,0.658,0.096
DESH1313,49.016,26.323,9.059,0.609,99.431,0.0,0.555,0.182
DESH1314,54.049,18.691,-3.879,0.589,99.681,0.0,0.513,0.151
DESH1315,68.697,41.175,25.31,1.11,97.43,0.0,0.548,0.0
DESH1316,48.247,12.371,-0.644,1.054,98.069,0.0,0.58,0.0
DESH1317,46.82,14.314,-1.687,0.75,99.551,0.0,0.745,0.201
DESH1318,28.733,16.327,8.088,0.847,99.723,0.0,0.675,0.0
DESH1319,65.55,40.467,24.989,0.579,99.823,0.0,0.642,0.103
DESH1320,83.632,35.276,13.498,1.375,93.771,0.0,0.499,0.0
DESH1321,87.162,44.001,22.016,1.435,92.567,0.0,0.63,0.105
DESH1322,83.004,44.456,29.186,1.015,98.61,0.0,0.834,0.027
DESH1323,74.062,26.655,18.62,0.636,97.414,0.0,0.548,0.0
DESH1324,70.754,5.551,-1.655,0.653,98.73,0.0,0.714,0.158
DESH1325,82.216,23.864,8.531,0.731,98.1,0.0,0.635,0.179
DESH1326,8.528,0.74,-3.397,0.296,99.989,0.0,0.61,0.085
DESH1327,89.435,42.514,15.691,1.817,83.574,0.0,0.647,0.037
DESH1328,90.585,52.003,28.311,1.283,94.242,0.0,0.607,0.133
DESH1329,68.278,19.61,4.277,1.328,90.479,0.0,0.57,0.093
DESH1330,37.28,6.96,-5.166,0.782,99.371,0.0,0.572,0.127
DESH1331,37.28,6.96,-5.166,0.782,99.371,0.0,0.572,0.126
DESH1332,49.446,30.141,3.597,2.125,76.28,0.0,0.692,0.0
DESH1333,79.958,51.784,27.779,1.785,85.945,0.0,0.654,0.0
DESH1334,61.669,21.623,3.366,1.25,96.522,0.0,0.661,0.0
DESH1335,80.212,45.718,18.948,1.192,92.682,0.0,0.642,0.129
DESH1336,58.629,43.754,24.716,1.1,95.835,0.0,0.584,0.0
DESH1337,1.374,0.023,-1.044,0.283,100.0,0.0,0.596,0.0
DESH1338,79.61,26.672,0.173,0.785,98.669,0.0,0.578,0.203
DESH1339,23.673,14.795,6.604,0.664,100.0,0.0,0.592,0.0
DESH1340,43.127,23.447,3.72,1.035,98.426,0.0,0.724,0.166
DESH1341,35.695,15.556,1.209,0.638,99.776,0.0,0.545,0.177
DESH1342,86.895,38.946,5.578,1.204,95.29,0.001,0.62,0.195
DESH1343,65.513,18.735,-1.407,0.503,99.702,0.0,0.579,0.211
DESH1344,79.61,39.901,12.992,1.072,97.355,0.0,0.54,0.214
DESH1345,76.922,40.472,10.831,1.334,92.883,0.0,0.709,0.116
DESH1346,20.146,13.303,-3.879,0.635,97.974,0.0,0.643,0.0
DESH1347,65.914,35.153,13.758,0.913,98.535,0.0,0.607,0.154
DESH1348,45.622,16.013,6.319,0.537,99.213,0.0,0.507,0.022
DESH1349,65.914,31.351,9.821,0.806,98.855,0.0,0.585,0.191
DESH1350,130.74,47.709,29.966,1.201,91.085,0.0,0.641,0.116
DESH1351,90.327,28.945,3.804,0.817,96.357,0.0,0.635,0.173
DESH1352,90.327,28.947,3.972,0.802,96.478,0.0,0.627,0.175
DESH1353,80.789,44.546,21.417,1.048,96.561,0.0,0.539,0.021
DESH1354,80.789,44.325,14.268,1.097,95.58,0.0,0.548,0.052
DESH1355,76.922,38.637,9.682,1.482,90.069,0.0,0.692,0.166
DESH1356,97.487,32.821,4.383,0.887,96.887,0.0,0.66,0.163
DESH1357,33.24,20.495,9.795,1.106,99.026,0.0,0.659,0.0
DESH1358,33.24,18.447,2.871,1.124,99.132,0.0,0.628,0.0
DESH1359,57.773,19.533,2.91,0.629,98.382,0.0,0.594,0.186
DESH1360,79.958,46.18,20.369,1.371,92.702,0.0,0.667,0.122
DESH1361,79.61,23.518,-0.703,0.797,98.545,0.0,0.514,0.208
DESH1362,106.177,8.759,-1.832,0.681,98.266,0.0,0.547,0.212
DESH1363,71.185,31.468,0.849,1.235,94.804,0.0,0.572,0.187
DESH1364,28.571,14.291,2.701,0.681,99.933,0.0,0.607,0.0
DESH1365,71.366,49.08,28.203,1.117,98.266,0.0,0.517,0.075
DESH1366,71.366,49.539,29.308,1.119,98.231,0.0,0.51,0.043
DESH1367,57.949,36.003,1.5,1.513,90.2,0.0,0.714,0.051
DESH1368,53.97,25.13,7.422,1.249,94.964,0.0,0.591,0.0
DESH1369,53.97,25.13,7.422,1.249,94.964,0.0,0.591,0.0
DESH1370,68.063,38.4,9.961,1.292,92.844,0.007,0.697,0.244
DESH1371,87.872,44.282,18.789,1.592,89.774,0.0,0.578,0.0
DESH1372,87.872,42.478,17.076,1.598,89.227,0.0,0.617,0.0
DESH1373,83.137,57.749,36.463,1.251,95.325,0.0,0.627,0.0
DESH1374,20.086,9.987,3.81,0.585,100.0,0.0,0.558,0.0
DESH1375,74.285,21.092,5.395,1.497,89.572,0.0,0.526,0.0
DESH1376,58.547,33.786,10.567,2.185,77.868,0.0,0.653,0.0
DESH1377,26.349,18.394,6.223,0.53,99.942,0.0,0.547,0.0
DESH1378,78.35,43.341,22.706,1.065,95.874,0.0,0.618,0.083
DESH1379,102.257,51.076,19.207,1.263,94.272,0.0,0.678,0.082
DESH1380,76.922,38.202,-1.449,1.537,88.843,0.003,0.636,0.202
DESH1381,127.092,46.455,3.332,1.405,92.366,0.0,0.562,0.085
DESH1382,92.633,43.839,11.916,1.331,93.056,0.001,0.534,0.182
DESH1383,77.444,31.283,15.216,0.952,98.91,0.0,0.556,0.026
DESH1384,22.211,11.64,1.552,0.688,99.925,0.0,0.697,0.0
DESH1385,40.457,20.108,3.73,1.224,94.5,0.0,0.562,0.024
DESH1386,46.516,19.064,9.279,1.047,98.475,0.0,0.71,0.0
DESH1387,53.945,6.911,-4.087,0.568,99.897,0.0,0.516,0.21
DESH1388,89.435,39.37,11.217,1.819,82.417,0.0,0.602,0.112
DESH1389,89.435,30.407,9.059,1.125,92.572,0.0,0.528,0.158
DESH1390,46.82,15.66,2.101,0.826,99.446,0.0,0.701,0.161
DESH1391,83.632,21.234,2.516,0.792,98.406,0.0,0.58,0.147
DESH1392,90.327,28.409,2.459,0.824,96.216,0.0,0.64,0.176
DESH1393,96.719,46.197,14.133,1.754,86.641,0.0,0.672,0.122
DESH1394,168.037,43.416,1.602,1.737,83.774,0.009,0.577,0.175
DESH1395,30.215,15.953,-3.879,0.5,99.528,0.0,0.426,0.096
DESH1396,54.049,20.621,-3.879,0.592,99.607,0.0,0.479,0.157
DESH1397,46.455,23.768,2.682,1.096,96.51,0.0,0.657,0.066
DESH1398,83.178,42.788,15.105,1.775,85.537,0.0,0.599,0.112
DESH1399,92.633,46.313,16.866,1.336,93.852,0.0,0.591,0.163
DESH1400,96.719,36.413,-13.125,1.441,90.762,0.005,0.65,0.189
DESH1401,61.697,37.234,1.567,1.847,79.948,0.025,0.553,0.0
DESH1402,63.191,36.697,0.5,1.386,93.255,0.0,0.654,0.085
DESH1403,54.049,29.93,17.32,0.674,99.686,0.0,0.605,0.105
DESH1404,54.049,31.522,17.32,0.701,99.689,0.0,0.627,0.037
DESH1405,54.049,18.138,-3.879,0.585,99.698,0.0,0.527,0.156
DESH1406,61.277,34.691,20.569,1.014,97.687,0.0,0.584,0.0
DESH1407,52.519,14.831,0.792,0.566,99.427,0.0,0.681,0.16
DESH1408,52.519,14.881,0.792,0.565,99.424,0.0,0.679,0.153
DESH1409,36.455,23.016,0.784,0.847,99.481,0.0,0.601,0.0
DESH1410,68.788,27.343,10.117,1.256,95.234,0.0,0.658,0.0
DESH1411,51.132,36.803,22.092,2.026,77.093,0.0,0.698,0.0
DESH1412,62.094,19.324,1.611,0.929,98.493,0.0,0.66,0.129
DESH1413,92.633,39.887,0.399,1.34,92.783,0.001,0.628,0.187
DESH1414,87.96,30.412,2.607,1.52,88.224,0.022,0.631,0.124
DESH1415,86.895,46.055,18.509,1.236,96.365,0.005,0.578,0.108
DESH1416,71.759,38.215,19.64,1.127,98.491,0.0,0.654,0.008
DESH1417,42.108,13.796,3.875,0.651,99.778,0.0,0.673,0.027
DESH1418,46.917,18.586,7.517,0.528,99.681,0.0,0.583,0.049
DESH1419,77.893,41.682,8.357,1.6,88.945,0.0,0.732,0.072
DESH1420,56.179,43.617,31.82,0.986,99.449,0.0,0.588,0.0
DESH1421,60.903,30.473,8.746,1.152,98.225,0.0,0.629,0.053
DESH1422,60.903,30.696,8.746,1.13,98.259,0.0,0.651,0.04
DESH1423,76.382,12.175,-0.64,0.874,98.055,0.0,0.724,0.142
DESH1424,48.596,13.968,4.318,0.836,98.027,0.0,0.606,0.0
DESH1425,68.697,40.868,25.31,1.093,97.858,0.0,0.631,0.131
DESH1426,90.441,36.679,20.02,0.994,97.404,0.0,0.611,0.102
DESH1427,92.506,46.263,21.381,1.886,80.964,0.0,0.667,0.125
DESH1428,81.117,35.926,7.971,1.376,92.383,0.0,0.492,0.064
DESH1429,77.444,18.369,0.534,0.715,99.428,0.0,0.571,0.167
DESH1430,63.871,24.143,7.06,0.49,99.622,0.0,0.466,0.239
DESH1431,86.895,38.99,5.578,1.204,95.293,0.001,0.621,0.193
DESH1432,71.185,39.301,4.376,1.329,93.764,0.0,0.822,0.025
DESH1433,106.177,8.788,-1.832,0.682,98.257,0.0,0.546,0.207
DESH1434,80.262,50.548,25.084,1.243,96.102,0.0,0.626,0.091
DESH1435,92.633,42.824,1.783,1.348,92.77,0.001,0.574,0.185
DESH1436,54.047,40.515,28.714,0.995,98.191,0.0,0.652,0.0
DESH1437,79.61,41.648,21.464,1.062,97.754,0.0,0.584,0.169
DESH1438,92.633,42.211,1.783,1.356,92.765,0.001,0.6,0.176
DESH1439,92.633,42.185,1.783,1.357,92.764,0.001,0.601,0.177
DESH1440,87.724,42.108,4.697,1.194,95.521,0.0,0.638,0.155
DESH1441,92.633,42.177,1.783,1.357,92.766,0.001,0.601,0.177
DESH1442,51.471,15.887,6.167,0.774,97.463,0.0,0.585,0.137
DESH1443,85.189,26.839,6.213,1.07,93.486,0.0,0.495,0.227
DESH1444,90.327,34.036,11.618,0.559,99.34,0.0,0.727,0.137
DESH1445,84.671,46.113,14.392,1.473,94.683,0.0,0.524,0.0
DESH1446,77.444,21.53,2.029,0.745,99.433,0.0,0.504,0.149
DESH1447,168.037,47.407,20.231,1.986,77.817,0.018,0.526,0.163
DESH1448,78.367,43.236,13.312,1.628,86.525,0.0,0.646,0.123
DESH1449,81.248,40.746,10.281,1.076,96.755,0.0,0.639,0.159
DESH1450,168.037,45.285,12.63,1.933,79.295,0.015,0.647,0.175
DESH1451,78.627,48.074,27.213,1.692,88.047,0.0,0.651,0.0
DESH1452,55.346,42.967,37.17,0.978,99.054,0.0,0.626,0.0
DESH1453,87.724,42.237,4.697,1.192,95.549,0.0,0.637,0.149
DESH1454,87.724,39.639,7.365,1.162,95.473,0.0,0.548,0.134
DESH1455,78.039,49.005,30.779,1.053,98.601,0.0,0.504,0.009
DESH1456,83.178,42.892,15.105,1.743,86.273,0.0,0.592,0.092
DESH1457,30.851,15.289,2.882,0.653,99.28,0.0,0.606,0.033
DESH1458,90.585,50.404,25.198,1.25,94.55,0.0,0.533,0.178
DESH1459,102.257,48.22,4.707,1.489,89.917,0.0,0.614,0.159
DESH1460,43.53,20.558,5.188,0.652,99.46,0.0,0.668,0.097
DESH1461,77.444,28.926,9.963,0.852,99.185,0.0,0.642,0.081
DESH1462,50.636,28.158,13.849,1.153,96.164,0.0,0.668,0.0
DESH1463,63.871,24.607,3.745,0.484,99.711,0.0,0.56,0.246
DESH1464,1.435,0.075,-1.044,0.277,100.0,0.0,0.605,0.0
DESH1465,102.257,50.247,15.715,1.418,91.1,0.0,0.607,0.129
DESH1466,102.257,50.247,15.715,1.418,91.1,0.0,0.607,0.129
DESH1467,106.177,15.215,-0.129,0.806,96.144,0.0,0.625,0.214
DESH1468,89.435,28.631,7.539,1.074,93.05,0.0,0.56,0.158
DESH1469,92.633,45.143,16.866,1.335,93.3,0.001,0.612,0.164
DESH1470,38.369,18.474,4.314,0.92,98.762,0.0,0.695,0.0
DESH1471,35.369,12.157,0.796,1.745,86.731,0.0,0.613,0.0
DESH1472,104.972,28.405,0.146,1.434,88.499,0.0,0.489,0.054
DESH1473,65.513,13.634,-4.558,0.485,99.704,0.0,0.633,0.197
DESH1474,76.922,39.997,10.831,1.368,92.167,0.0,0.788,0.138
DESH1475,76.922,40.086,10.831,1.362,92.314,0.0,0.786,0.131
DESH1476,168.037,55.842,23.352,2.446,69.788,0.037,0.698,0.167
DESH1477,71.185,32.046,6.404,1.233,94.798,0.0,0.56,0.173
DESH1478,90.585,64.915,44.402,1.252,95.985,0.0,0.692,0.0
DESH1479,83.178,43.101,15.105,1.673,87.797,0.0,0.586,0.057
DESH1480,96.719,42.169,9.947,1.636,87.903,0.0,0.649,0.126
DESH1481,92.633,45.019,16.866,1.337,93.287,0.001,0.62,0.168
DESH1482,92.633,42.044,1.783,1.316,93.444,0.001,0.592,0.176
DESH1483,106.177,25.148,-0.983,1.264,92.962,0.0,0.662,0.159
DESH1484,152.789,65.247,26.08,2.509,68.274,0.0,0.57,0.114
DESH1485,126.809,38.346,4.484,1.524,90.575,0.0,0.588,0.105
DESH1486,65.513,20.833,1.2,0.496,99.709,0.0,0.56,0.201
DESH1487,79.61,33.017,7.65,0.872,98.274,0.0,0.505,0.196
DESH1488,46.059,23.952,8.874,0.624,99.54,0.0,0.502,0.13
DESH1489,79.61,45.625,29.841,1.029,98.588,0.0,0.579,0.148
DESH1490,1.146,-0.151,-1.563,0.242,100.0,0.0,0.725,0.0
DESH1491,106.177,19.516,2.28,0.988,94.043,0.0,0.539,0.165
DESH1493,38.591,18.254,4.249,1.025,99.082,0.0,0.637,0.0
DESH1494,63.028,26.186,4.348,0.496,99.725,0.0,0.479,0.228
DESH1495,52.519,18.078,4.996,0.553,99.495,0.0,0.686,0.128
DESH1496,74.56,48.94,35.392,1.303,94.52,0.0,0.705,0.0
DESH1497,110.223,64.408,21.077,2.42,69.894,0.0,0.545,0.0
DESH1498,57.595,31.386,7.425,1.192,96.714,0.0,0.711,0.0
DESH1499,51.644,30.115,6.299,1.261,99.407,0.0,0.555,0.0
DESH1500,79.61,40.792,16.871,1.081,97.291,0.0,0.593,0.184
DESH1501,5.04,0.181,-2.78,0.28,100.0,0.0,0.867,0.114
DESH1502,84.671,27.577,4.482,1.229,96.506,0.0,0.628,0.083
DESH1503,106.177,15.015,-1.832,0.712,98.49,0.0,0.532,0.215
DESH1504,79.61,30.207,3.03,0.821,98.534,0.0,0.589,0.198
DESH1505,100.178,56.55,23.903,1.648,87.767,0.0,0.595,0.101
DESH1506,7.872,0.875,-1.931,0.351,100.0,0.0,0.656,0.0
DESH1507,52.591,32.933,23.59,0.627,99.551,0.0,0.54,0.038
DESH1508,48.596,14.425,7.242,0.92,96.869,0.0,0.62,0.0
DESH1509,52.519,29.897,23.508,0.616,98.926,0.0,0.772,0.0
DESH1510,52.519,31.255,21.789,0.549,99.522,0.0,0.647,0.059
DESH1511,6.039,2.334,-0.87,0.241,100.0,0.0,0.585,0.079
DESH1512,89.718,23.241,2.23,1.126,93.918,0.0,0.855,0.018
DESH1513,137.7,39.81,-5.013,1.513,90.371,0.0,0.747,0.154
DESH1514,34.885,18.905,7.388,0.748,99.353,0.0,0.735,0.0
DESH1515,77.653,36.742,7.456,1.572,90.889,0.0,0.742,0.177
DESH1516,92.633,47.731,22.432,1.406,92.766,0.0,0.671,0.153
DESH1517,92.633,48.151,22.432,1.436,92.352,0.0,0.669,0.15
DESH1518,71.185,32.758,6.404,1.248,94.558,0.0,0.536,0.167
DESH1519,77.779,53.152,28.055,1.355,93.425,0.0,0.598,0.0
DESH1520,86.712,45.986,24.712,1.622,90.133,0.0,0.539,0.0
DESH1521,90.327,29.898,5.395,0.792,96.451,0.0,0.6,0.17
DESH1522,86.895,44.312,11.087,1.239,96.585,0.005,0.588,0.144
DESH1523,97.487,32.687,4.383,0.885,96.903,0.0,0.607,0.169
DESH1524,90.441,34.871,11.609,0.94,97.521,0.0,0.659,0.138
DESH1525,79.186,36.067,9.211,1.302,93.774,0.0,0.656,0.108
DESH1526,73.059,33.245,7.742,1.118,95.686,0.0,0.588,0.119
DESN1527,819.745,594.173,440.739,6.639,13.679,3.259,0.606,0.138
DESN1528,236.05,162.785,124.52,1.16,95.279,0.029,0.454,0.227
DESN1529,754.798,523.447,315.854,5.902,17.777,1.847,0.502,0.23
DESN1530,910.107,739.791,536.441,7.013,15.257,4.745,0.496,0.2
DESN1531,1218.367,760.143,576.674,6.641,14.033,3.021,0.498,0.129
DESN1532,1214.165,741.944,354.418,7.796,13.103,8.655,0.702,0.176
DESN1533,1214.165,723.847,348.804,7.45,15.642,7.893,0.592,0.166
DESN1534,1250.331,437.324,76.853,4.489,43.343,2.288,0.598,0.194
DESN1535,758.762,631.966,480.883,6.37,16.081,2.211,0.783,0.074
DESN1536,609.131,340.749,156.091,4.488,41.129,0.844,0.534,0.183
DESN1537,609.131,358.457,189.887,4.78,36.443,0.947,0.588,0.169
DESN1538,878.351,597.305,381.779,5.901,20.659,2.504,0.547,0.204
DESN1539,709.894,481.983,276.163,5.081,44.708,6.268,0.537,0.068
DESN1540,878.351,736.565,546.14,7.337,15.082,6.752,0.549,0.129
DESN1541,586.245,364.453,276.237,4.663,39.406,1.142,0.564,0.219
DESN1542,487.161,240.708,93.917,2.26,74.83,0.01,0.562,0.168
DESN1543,588.439,387.424,223.859,3.299,54.603,0.278,0.599,0.184
DESN1544,944.468,658.466,358.989,5.805,25.171,3.821,0.549,0.167
DESN1545,436.178,191.064,78.323,1.706,84.913,0.053,0.607,0.256
DESN1546,207.971,133.98,98.202,1.165,92.702,0.002,0.541,0.211
DESN1547,584.367,391.49,216.399,8.236,12.107,9.914,0.597,0.15
DESN1548,754.798,445.49,281.961,4.281,39.529,0.689,0.647,0.195
DESN1549,1214.165,466.327,139.87,5.002,36.103,2.867,0.607,0.182
DESN1550,720.169,435.29,243.266,6.44,19.703,2.842,0.516,0.152
DESN1551,903.769,606.301,345.805,8.161,14.479,12.764,0.516,0.132
DESN1552,893.646,548.035,142.151,7.142,18.501,8.082,0.534,0.202
DESN1553,1595.208,463.101,49.923,4.581,45.789,3.125,0.667,0.193
DESN1554,530.834,404.323,350.421,3.144,59.427,0.125,0.588,0.0
DESN1555,586.245,315.88,201.991,3.617,51.095,0.39,0.496,0.195
DESN1556,819.745,502.607,275.151,5.112,26.873,1.361,0.635,0.153
DESN1557,944.468,615.868,266.597,5.69,25.241,3.5,0.605,0.178
DESN1558,559.175,447.793,352.097,2.396,72.929,0.0,0.486,0.065
DESN1559,910.107,471.36,113.899,6.031,27.084,5.577,0.507,0.222
DESN1560,467.744,295.67,148.355,3.677,49.848,0.574,0.553,0.191
DESN1561,893.646,768.807,569.583,6.33,16.343,2.465,0.745,0.0
DESN1562,1250.331,479.684,119.301,4.945,36.319,2.597,0.673,0.191
DESN1563,754.798,411.114,174.75,4.011,44.564,0.724,0.573,0.201
DESN1564,1123.426,378.473,33.227,5.018,42.235,4.64,0.6,0.179
DESN1565,579.607,289.441,164.457,2.955,64.004,0.36,0.565,0.183
DESN1566,421.064,245.592,152.981,2.193,77.639,0.013,0.652,0.175
DESN1567,785.089,436.111,306.294,4.662,39.248,2.602,0.696,0.159
DESN1568,529.668,358.779,271.199,3.807,49.401,0.452,0.645,0.01
DESN1569,903.769,490.493,188.315,6.279,24.592,6.65,0.505,0.168
DESN1570,910.107,527.178,191.483,5.824,29.291,4.788,0.369,0.261
DESN1571,410.924,195.776,130.322,1.516,88.155,0.072,0.487,0.269
DESN1572,997.083,485.23,232.065,7.795,16.588,10.74,0.618,0.157
DESN1573,624.827,437.468,318.643,3.757,44.045,0.066,0.557,0.165
DESN1574,467.744,369.584,264.978,4.175,36.453,0.343,0.634,0.107
DESN1575,609.131,407.915,295.423,4.996,28.867,0.586,0.637,0.095
DESN1576,405.105,270.197,207.46,2.208,78.464,0.164,0.794,0.121
DESN1577,1250.331,701.713,359.258,6.469,17.932,4.047,0.712,0.197
DESN1578,624.827,450.057,345.684,3.568,46.17,0.02,0.601,0.143
DESN1579,436.178,234.505,161.852,2.708,67.551,0.064,0.545,0.151
DESN1580,1032.976,868.641,700.158,6.555,14.918,4.694,0.595,0.033
DESN1581,1110.335,854.871,671.228,6.133,13.139,0.371,0.433,0.194
DESN1582,433.054,240.995,163.223,4.354,47.367,1.553,0.56,0.095
DESN1583,595.929,370.396,140.428,8.838,11.132,13.341,0.533,0.179
DESN1584,819.745,379.046,38.124,4.14,44.129,1.128,0.513,0.188
DESN1585,421.064,196.219,96.81,1.738,85.978,0.008,0.57,0.174
DESN1586,354.778,277.462,243.385,1.726,87.621,0.0,0.544,0.098
DESN1587,241.223,152.553,118.33,1.42,91.859,0.046,0.66,0.116
DESN1588,314.65,150.184,98.366,1.835,82.759,0.011,0.679,0.129
DESN1589,940.997,720.701,542.175,8.761,9.882,11.071,0.618,0.057
DESN1590,1250.331,484.11,132.162,4.979,35.837,2.633,0.648,0.191
DESN1591,619.631,389.73,207.254,5.268,32.579,2.481,0.556,0.121
DESN1592,1250.331,585.401,181.825,5.759,25.835,3.503,0.522,0.187
DESN1593,720.406,465.573,286.277,3.483,49.827,0.319,0.487,0.179
DESN1594,1250.331,656.431,284.515,6.565,17.17,4.313,0.598,0.205
DESN1595,893.646,705.371,467.369,6.083,20.868,3.281,0.673,0.107
DESN1596,1250.331,514.192,145.096,5.074,34.144,2.58,0.602,0.199
DESN1597,1250.331,617.892,253.432,6.033,21.899,3.76,0.59,0.189
DESN1598,622.747,491.357,329.26,5.5,31.195,3.244,0.574,0.021
DESN1599,609.131,280.536,132.017,3.292,59.953,0.552,0.645,0.203
DESN1600,207.971,168.005,132.049,1.284,95.908,0.0,0.607,0.009
DESN1601,819.745,554.917,367.147,5.934,17.94,1.9,0.617,0.137
DESN1602,878.351,440.941,176.582,4.127,44.65,1.106,0.573,0.219
DESN1603,735.781,550.562,379.795,5.634,25.076,2.535,0.644,0.058
DESN1604,1214.165,863.149,569.561,9.551,8.52,14.068,0.449,0.0
DESN1605,1214.165,820.378,524.179,9.135,10.504,14.29,0.496,0.072
DESN1606,223.793,120.567,85.908,1.213,92.381,0.073,0.639,0.117
DESN1607,315.032,169.421,98.836,1.985,82.384,0.01,0.551,0.196
DESN1608,878.351,668.169,445.719,6.865,15.102,5.111,0.452,0.203
DESN1609,467.744,315.38,181.794,3.895,45.731,0.705,0.553,0.175
DESN1610,793.022,515.651,311.298,5.256,23.181,1.208,0.531,0.157
DESN1611,255.032,192.551,143.999,2.289,76.793,0.009,0.768,0.143
DESN1612,237.116,185.624,127.708,2.042,80.982,0.0,0.636,0.191
DESN1613,972.806,730.684,487.714,6.371,20.995,4.196,0.542,0.146
DESN1614,216.052,159.278,122.612,1.4,92.531,0.033,0.458,0.164
DESN1615,805.811,514.601,371.84,4.219,33.587,0.114,0.733,0.136
DESN1616,487.161,345.37,250.323,2.985,58.245,0.031,0.659,0.086
DESN1617,767.498,499.459,155.571,6.096,24.494,4.579,0.554,0.225
DESN1618,530.834,389.469,305.789,3.493,52.068,0.087,0.654,0.093
DESN1619,537.525,395.595,326.206,4.96,33.77,0.494,0.722,0.015
DESN1620,493.555,182.344,98.14,1.961,81.865,0.229,0.575,0.195
DESN1621,215.167,180.586,126.987,2.198,76.72,0.0,0.717,0.0
DESN1622,498.208,371.071,266.247,4.746,26.57,0.421,0.569,0.165
DESN1623,579.607,371.837,296.121,3.539,52.168,0.111,0.591,0.101
DESN1624,1214.165,701.878,319.981,7.351,15.874,7.556,0.601,0.169
DESN1625,754.798,603.245,491.747,4.614,25.652,0.133,0.563,0.027
DESN1626,878.351,486.188,203.496,4.506,39.551,1.416,0.511,0.226
DESN1627,944.468,717.896,485.12,6.368,22.177,4.629,0.576,0.174
DESN1628,588.439,474.71,357.057,3.587,46.647,0.229,0.67,0.096
DESN1629,819.745,570.076,393.99,6.209,15.113,2.131,0.626,0.131
DESN1630,290.91,208.079,141.873,3.013,57.276,0.008,0.548,0.086
DESN1631,242.449,181.114,139.531,2.296,76.062,0.0,0.718,0.0
DESN1632,493.555,254.768,173.453,3.048,69.465,0.768,0.633,0.134
DESN1633,319.038,218.014,111.786,3.154,54.274,0.125,0.677,0.159
DESN1634,1123.426,339.546,33.227,4.284,51.84,3.674,0.54,0.191
DESN1635,609.131,375.192,128.473,6.106,25.365,3.884,0.663,0.187
DESN1636,493.555,262.869,169.334,3.248,62.769,0.592,0.77,0.121
DESN1637,421.064,282.833,226.442,2.1,79.684,0.0,0.598,0.178
DESN1638,246.095,183.001,146.073,1.728,86.694,0.0,0.64,0.121
DESN1639,944.468,776.832,564.971,5.942,28.028,5.031,0.667,0.147
DESN1640,971.724,767.762,615.701,5.878,23.87,2.495,0.566,0.124
DESN1641,487.161,266.95,135.937,2.517,69.015,0.012,0.531,0.156
DESN1642,910.107,810.691,688.976,5.732,21.793,1.357,0.631,0.0
DESN1643,431.868,274.679,185.837,3.36,56.665,0.178,0.681,0.152
DESN1644,436.178,195.273,130.081,1.965,80.323,0.03,0.497,0.203
DESN1645,564.285,331.491,254.129,3.077,62.133,0.238,0.652,0.063
DESN1646,439.373,345.163,267.69,3.328,47.847,0.0,0.622,0.0
DESN1647,1595.208,458.334,49.923,4.559,46.026,3.097,0.658,0.193
DESN1648,1061.698,846.287,565.195,9.526,9.571,15.547,0.539,0.144
DESN1649,793.022,599.34,420.405,5.939,16.935,1.954,0.528,0.081
DESN1650,481.145,394.845,323.251,2.901,59.637,0.0,0.428,0.0
DESN1651,997.083,413.505,33.227,5.807,32.779,5.656,0.504,0.162
DESN1652,918.812,760.742,551.053,5.17,27.659,3.262,0.635,0.099
